,game_id,season,type,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,venue,game_state
0,2022040671,20222023,4,2023-02-04T20:00:00Z,90,89,4.0,6.0,home win OT,FLA Live Arena,FINAL
1,2022040672,20222023,4,2023-02-04T21:00:00Z,88,87,6.0,10.0,home win OT,FLA Live Arena,FINAL
2,2022040673,20222023,4,2023-02-04T22:00:00Z,89,87,5.0,7.0,home win OT,FLA Live Arena,FINAL
3,2022021109,20222023,2,2023-03-19T18:00:00Z,15,30,3.0,5.0,home win REG,Xcel Energy Center,OFF
4,2021020579,20212022,2,2022-01-03T00:00:00Z,20,16,5.0,1.0,away winREG,United Center,OFF
5,2021020586,20212022,2,2022-01-05T00:00:00Z,1,6,3.0,5.0,home win REG,TD Garden,OFF
6,2021020588,20212022,2,2022-01-05T00:30:00Z,28,17,2.0,6.0,home win REG,Little Caesars Arena,OFF
7,2021020589,20212022,2,2022-01-05T00:00:00Z,20,13,2.0,6.0,home win REG,FLA Live Arena,OFF
8,2021020590,20212022,2,2022-01-05T00:00:00Z,14,29,7.0,2.0,away winREG,Nationwide Arena,OFF
9,2021020591,20212022,2,2022-01-05T01:30:00Z,21,16,4.0,3.0,away winOT,United Center,OFF
10,2021020592,20212022,2,2022-01-05T02:00:00Z,52,53,3.0,1.0,away winREG,Gila River Arena,OFF
11,2021020593,20212022,2,2022-01-05T03:00:00Z,18,54,3.0,2.0,away winREG,T-Mobile Arena,OFF
12,2021020594,20212022,2,2022-01-05T03:00:00Z,4,24,1.0,4.0,home win REG,Honda Center,OFF
13,2021020596,20212022,2,2022-01-06T00:00:00Z,22,10,2.0,4.0,home win REG,Scotiabank Arena,OFF
14,2021020597,20212022,2,2022-01-06T00:30:00Z,19,5,3.0,5.0,home win REG,PPG Paints Arena,OFF
15,2021020599,20212022,2,2022-01-07T00:00:00Z,30,6,3.0,2.0,away winREG,TD Garden,OFF
16,2021020600,20212022,2,2022-01-07T00:00:00Z,28,7,3.0,2.0,away winREG,KeyBank Center,OFF
17,2021020602,20212022,2,2022-01-07T00:00:00Z,20,14,1.0,4.0,home win REG,Amalie Arena,OFF
18,2021020603,20212022,2,2022-01-07T00:00:00Z,29,1,1.0,3.0,home win REG,Prudential Center,OFF
19,2022020320,20222023,2,2023-04-15T00:00:00Z,21,18,4.0,3.0,away winREG,Bridgestone Arena,OFF
20,2022010001,20222023,1,2022-09-24T17:00:00Z,9,10,1.0,4.0,home win REG,Scotiabank Arena,FINAL
21,2022010002,20222023,1,2022-09-24T23:00:00Z,6,4,1.0,2.0,home win REG,Wells Fargo Center,FINAL
22,2022010003,20222023,1,2022-09-24T23:00:00Z,9,10,4.0,2.0,away winREG,Scotiabank Arena,FINAL
23,2022010004,20222023,1,2022-09-25T00:00:00Z,19,53,5.0,4.0,away winREG,INTRUST Bank Arena,FINAL
24,2022010005,20222023,1,2022-09-25T17:00:00Z,29,5,2.0,3.0,home win OT,PPG Paints Arena,FINAL
25,2022010006,20222023,1,2022-09-25T18:00:00Z,7,15,4.0,3.0,away winOT,Capital One Arena,FINAL
26,2022010007,20222023,1,2022-09-25T20:00:00Z,21,30,2.0,3.0,home win OT,Xcel Energy Center,FINAL
27,2022010008,20222023,1,2022-09-25T21:00:00Z,24,53,3.0,2.0,away winREG,Tucson Convention Center,FINAL
28,2022010009,20222023,1,2022-09-25T22:00:00Z,52,22,0.0,4.0,home win REG,Rogers Place,FINAL
29,2022010010,20222023,1,2022-09-25T23:00:00Z,20,23,3.0,2.0,away winOT,Rogers Arena,FINAL
30,2022010011,20222023,1,2022-09-25T23:00:00Z,26,28,2.0,3.0,home win OT,SAP Center at San Jose,FINAL
31,2022010012,20222023,1,2022-09-25T23:00:00Z,5,29,1.0,5.0,home win REG,Nationwide Arena,FINAL
32,2022010013,20222023,1,2022-09-26T00:00:00Z,23,20,0.0,4.0,home win REG,Scotiabank Saddledome,FINAL
33,2022010014,20222023,1,2022-09-26T01:00:00Z,54,21,1.0,3.0,home win REG,Ball Arena,FINAL
34,2022010015,20222023,1,2022-09-26T20:00:00Z,13,18,4.0,3.0,away winOT,Bridgestone Arena,FINAL
35,2022010016,20222023,1,2022-09-26T23:00:00Z,1,8,2.0,1.0,away winREG,Centre Bell,FINAL
36,2022010017,20222023,1,2022-09-26T23:00:00Z,2,3,1.0,4.0,home win REG,Madison Square Garden,FINAL
37,2022010018,20222023,1,2022-09-27T00:00:00Z,13,18,0.0,4.0,home win REG,Bridgestone Arena,FINAL
38,2022010019,20222023,1,2022-09-27T00:00:00Z,19,25,4.0,0.0,away winREG,American Airlines Center,FINAL
39,2022010020,20222023,1,2022-09-27T02:00:00Z,22,55,0.0,3.0,home win REG,Climate Pledge Arena,FINAL
40,2022010021,20222023,1,2022-09-27T02:00:00Z,26,54,2.0,1.0,away winOT,T-Mobile Arena,FINAL
41,2022010022,20222023,1,2022-09-27T23:00:00Z,17,5,6.0,2.0,away winREG,PPG Paints Arena,FINAL
42,2022010023,20222023,1,2022-09-27T23:00:00Z,2,1,1.0,4.0,home win REG,Prudential Center,FINAL
43,2022010024,20222023,1,2022-09-27T23:00:00Z,3,6,2.0,3.0,home win OT,TD Garden,FINAL
44,2022010025,20222023,1,2022-09-27T23:00:00Z,4,7,1.0,2.0,home win REG,KeyBank Center,FINAL
45,2022010026,20222023,1,2022-09-27T23:00:00Z,14,12,1.0,5.0,home win REG,PNC Arena,FINAL
46,2022010027,20222023,1,2022-09-28T00:00:00Z,53,25,3.0,4.0,home win OT,BOK Center,FINAL
47,2022010028,20222023,1,2022-09-28T00:00:00Z,9,52,3.0,5.0,home win REG,Canada Life Centre,FINAL
48,2022010029,20222023,1,2022-09-28T00:30:00Z,19,16,4.0,1.0,away winREG,United Center,FINAL
49,2022010030,20222023,1,2022-09-28T01:00:00Z,30,21,5.0,2.0,away winREG,Ball Arena,FINAL
50,2022010031,20222023,1,2022-09-28T02:00:00Z,20,55,0.0,3.0,home win REG,Climate Pledge Arena,FINAL
51,2022010032,20222023,1,2022-09-28T02:30:00Z,24,28,4.0,5.0,home win REG,SAP Center at San Jose,FINAL
52,2022010033,20222023,1,2022-09-28T23:00:00Z,7,29,1.0,4.0,home win REG,Nationwide Arena,FINAL
53,2022010034,20222023,1,2022-09-28T23:00:00Z,12,14,,,,Amalie Arena,FUT
54,2022010035,20222023,1,2022-09-28T23:00:00Z,8,10,0.0,3.0,home win REG,Scotiabank Arena,FINAL
55,2022010036,20222023,1,2022-09-28T23:00:00Z,15,4,3.0,1.0,away winREG,Wells Fargo Center,FINAL
56,2022010037,20222023,1,2022-09-28T23:30:00Z,16,17,4.0,2.0,away winREG,Little Caesars Arena,FINAL
57,2022010038,20222023,1,2022-09-29T01:00:00Z,22,20,0.0,4.0,home win REG,Scotiabank Saddledome,FINAL
58,2022010039,20222023,1,2022-09-29T02:00:00Z,53,24,1.0,3.0,home win REG,Honda Center,FINAL
59,2022010040,20222023,1,2022-09-29T02:00:00Z,21,54,1.0,7.0,home win REG,T-Mobile Arena,FINAL
60,2022010041,20222023,1,2022-09-29T02:00:00Z,28,26,3.0,1.0,away winREG,Toyota Arena,FINAL
61,2022010042,20222023,1,2022-09-29T23:00:00Z,12,13,5.0,2.0,away winREG,FLA Live Arena,FINAL
62,2022010043,20222023,1,2022-09-30T00:00:00Z,18,14,2.0,0.0,away winREG,Bridgestone Arena,FINAL
63,2022010044,20222023,1,2022-09-29T23:00:00Z,1,3,5.0,2.0,away winREG,Madison Square Garden,FINAL
64,2022010045,20222023,1,2022-09-29T23:00:00Z,52,8,4.0,3.0,away winREG,Centre Bell,FINAL
65,2022010046,20222023,1,2022-09-30T00:00:00Z,29,19,2.0,4.0,home win REG,Enterprise Center,FINAL
66,2022010047,20222023,1,2022-09-30T00:00:00Z,30,25,5.0,2.0,away winREG,American Airlines Center,FINAL
67,2022010048,20222023,1,2022-09-30T01:30:00Z,55,23,4.0,3.0,away winOT,Rogers Arena,FINAL
68,2022010049,20222023,1,2022-09-30T22:00:00Z,14,18,1.0,7.0,home win REG,Bridgestone Arena,FINAL
69,2022010050,20222023,1,2022-09-30T23:00:00Z,3,1,2.0,1.0,away winREG,Prudential Center,FINAL
70,2022010051,20222023,1,2022-09-30T23:00:00Z,10,9,6.0,3.0,away winREG,CAA Arena,FINAL
71,2022010052,20222023,1,2022-09-30T23:30:00Z,15,17,2.0,0.0,away winREG,Little Caesars Arena,FINAL
72,2022010053,20222023,1,2022-10-01T01:00:00Z,20,22,1.0,2.0,home win REG,Rogers Place,FINAL
73,2022010054,20222023,1,2022-10-01T02:00:00Z,28,24,1.0,4.0,home win REG,Honda Center,FINAL
74,2022010055,20222023,1,2022-10-01T02:00:00Z,28,54,7.0,3.0,away winREG,T-Mobile Arena,FINAL
75,2022010056,20222023,1,2022-10-01T17:00:00Z,13,12,3.0,4.0,home win REG,PNC Arena,FINAL
76,2022010057,20222023,1,2022-10-01T17:00:00Z,4,6,0.0,4.0,home win REG,TD Garden,FINAL
77,2022010058,20222023,1,2022-10-01T17:00:00Z,5,7,1.0,3.0,home win REG,KeyBank Center,FINAL
78,2022010059,20222023,1,2022-10-01T23:00:00Z,8,9,4.0,5.0,home win OT,Canadian Tire Centre,FINAL
79,2022010060,20222023,1,2022-10-01T23:00:00Z,15,29,1.0,2.0,home win REG,Nationwide Arena,FINAL
80,2022010061,20222023,1,2022-10-02T00:00:00Z,25,19,5.0,2.0,away winREG,Cable Dahmer Arena,FINAL
81,2022010062,20222023,1,2022-10-02T00:00:00Z,22,52,3.0,2.0,away winOT,Canada Life Centre,FINAL
82,2022010063,20222023,1,2022-10-02T00:30:00Z,17,16,3.0,0.0,away winREG,United Center,FINAL
83,2022010064,20222023,1,2022-10-02T01:30:00Z,23,55,0.0,4.0,home win REG,Climate Pledge Arena,FINAL
84,2022010065,20222023,1,2022-10-02T23:00:00Z,4,2,1.0,2.0,home win REG,UBS Arena,FINAL
85,2022010066,20222023,1,2022-10-02T23:30:00Z,30,16,3.0,0.0,away winREG,Fiserv Forum,FINAL
86,2022010067,20222023,1,2022-10-03T01:00:00Z,24,26,1.0,2.0,home win REG,Crypto.com Arena,FINAL
87,2022010068,20222023,1,2022-10-03T23:00:00Z,6,1,0.0,1.0,home win REG,Prudential Center,FINAL
88,2022010069,20222023,1,2022-10-03T23:00:00Z,29,12,1.0,8.0,home win REG,PNC Arena,FINAL
89,2022010070,20222023,1,2022-10-03T23:00:00Z,10,8,5.0,1.0,away winREG,Centre Bell,FINAL
90,2022010071,20222023,1,2022-10-03T23:30:00Z,5,17,3.0,2.0,away winREG,Little Caesars Arena,FINAL
91,2022010072,20222023,1,2022-10-04T00:00:00Z,21,25,3.0,1.0,away winREG,American Airlines Center,FINAL
92,2022010073,20222023,1,2022-10-04T01:00:00Z,55,20,1.0,4.0,home win REG,Scotiabank Saddledome,FINAL
93,2022010074,20222023,1,2022-10-04T01:00:00Z,23,22,2.0,7.0,home win REG,Rogers Place,FINAL
94,2022010075,20222023,1,2022-10-04T23:00:00Z,12,7,2.0,4.0,home win REG,KeyBank Center,FINAL
95,2022010076,20222023,1,2022-10-04T23:00:00Z,2,4,4.0,3.0,away winOT,Wells Fargo Center,FINAL
96,2022010077,20222023,1,2022-10-04T23:00:00Z,9,8,5.0,4.0,away winREG,Centre Bell,FINAL
97,2022010078,20222023,1,2022-10-05T00:00:00Z,30,19,2.0,4.0,home win REG,Enterprise Center,FINAL
98,2022010079,20222023,1,2022-10-05T02:00:00Z,53,54,3.0,4.0,home win REG,T-Mobile Arena,FINAL
99,2022010080,20222023,1,2022-10-05T02:00:00Z,26,24,4.0,5.0,home win REG,Honda Center,FINAL
100,2022010081,20222023,1,2022-10-05T23:00:00Z,6,3,5.0,4.0,away winREG,Madison Square Garden,FINAL
101,2022010082,20222023,1,2022-10-05T23:00:00Z,17,15,2.0,4.0,home win REG,Capital One Arena,FINAL
102,2022010083,20222023,1,2022-10-06T00:00:00Z,20,52,0.0,5.0,home win REG,Canada Life Centre,FINAL
103,2022010084,20222023,1,2022-10-06T01:30:00Z,25,21,1.0,2.0,home win REG,Ball Arena,FINAL
104,2022010085,20222023,1,2022-10-06T02:00:00Z,22,23,4.0,5.0,home win REG,Abbotsford Entertainment Centre,FINAL
105,2022010086,20222023,1,2022-10-06T22:00:00Z,9,8,4.0,3.0,away winREG,Steele Community Centre,FINAL
106,2022010087,20222023,1,2022-10-06T23:00:00Z,1,2,2.0,5.0,home win REG,UBS Arena,FINAL
107,2022010088,20222023,1,2022-10-06T23:30:00Z,19,29,0.0,7.0,home win REG,Nationwide Arena,FINAL
108,2022010089,20222023,1,2022-10-06T23:00:00Z,14,13,2.0,3.0,home win REG,FLA Live Arena,FINAL
109,2022010090,20222023,1,2022-10-07T00:00:00Z,16,30,1.0,4.0,home win REG,Xcel Energy Center,FINAL
110,2022010091,20222023,1,2022-10-07T01:00:00Z,54,26,6.0,4.0,away winREG,Vivint Arena,FINAL
111,2022010092,20222023,1,2022-10-07T23:00:00Z,7,5,1.0,7.0,home win REG,PPG Paints Arena,FINAL
112,2022010093,20222023,1,2022-10-07T23:30:00Z,10,17,2.0,4.0,home win REG,Little Caesars Arena,FINAL
113,2022010094,20222023,1,2022-10-08T01:00:00Z,55,22,3.0,5.0,home win REG,Rogers Place,FINAL
114,2022010095,20222023,1,2022-10-08T01:00:00Z,52,20,5.0,3.0,away winREG,Scotiabank Saddledome,FINAL
115,2022010096,20222023,1,2022-10-08T02:00:00Z,53,23,0.0,4.0,home win REG,Rogers Arena,FINAL
116,2022010097,20222023,1,2022-10-08T20:00:00Z,13,14,2.0,5.0,home win REG,Amalie Arena,FINAL
117,2022010098,20222023,1,2022-10-08T20:00:00Z,24,26,3.0,6.0,home win REG,Crypto.com Arena,FINAL
118,2022010099,20222023,1,2022-10-08T22:30:00Z,8,9,2.0,3.0,home win OT,J.K. Irving Centre,FINAL
119,2022010100,20222023,1,2022-10-08T22:00:00Z,25,30,1.0,5.0,home win REG,Xcel Energy Center,FINAL
120,2022010101,20222023,1,2022-10-08T23:00:00Z,29,15,3.0,4.0,home win OT,Capital One Arena,FINAL
121,2022010102,20222023,1,2022-10-08T23:00:00Z,17,10,1.0,5.0,home win REG,Scotiabank Arena,FINAL
122,2022010103,20222023,1,2022-10-08T23:00:00Z,1,6,5.0,3.0,away winREG,TD Garden,FINAL
123,2022010104,20222023,1,2022-10-08T23:00:00Z,3,2,1.0,3.0,home win REG,UBS Arena,FINAL
124,2022010105,20222023,1,2022-10-09T00:00:00Z,53,54,1.0,5.0,home win REG,Idaho Central Arena,FINAL
125,2022010106,20222023,1,2022-10-08T19:00:00Z,16,19,0.0,6.0,home win REG,Enterprise Center,FINAL
126,2022010107,20222023,1,2022-10-03T18:00:00Z,18,5814,4.0,3.0,away winREG,PostFinance Arena,FINAL
127,2022010108,20222023,1,2022-10-04T18:00:00Z,28,5524,3.0,1.0,away winREG,Mercedes-Benz Arena,FINAL
128,2023010001,20232024,1,2023-09-23T04:05:00Z,26,53,3.0,5.0,home win REG,Rod Laver Arena,FINAL
129,2023010002,20232024,1,2023-09-23T19:00:00Z,53,19,2.0,3.0,home win REG,Enterprise Center,FINAL
130,2023010003,20232024,1,2023-09-24T00:00:00Z,19,53,1.0,5.0,home win REG,INTRUST Bank Arena,FINAL
131,2023010004,20232024,1,2023-09-24T04:05:00Z,53,26,2.0,3.0,home win REG,Rod Laver Arena,FINAL
132,2023010005,20232024,1,2023-09-24T17:00:00Z,29,5,2.0,3.0,home win OT,PPG Paints Arena,FINAL
133,2023010006,20232024,1,2023-09-24T18:00:00Z,7,15,4.0,3.0,away winOT,Capital One Arena,FINAL
134,2023010007,20232024,1,2023-09-24T18:00:00Z,10,9,2.0,3.0,home win REG,Canadian Tire Centre,FINAL
135,2023010008,20232024,1,2023-09-24T19:00:00Z,30,21,4.0,3.0,away winREG,Ball Arena,FINAL
136,2023010009,20232024,1,2023-09-24T21:45:00Z,3,6,0.0,3.0,home win REG,TD Garden,FINAL
137,2023010010,20232024,1,2023-09-24T22:00:00Z,52,22,2.0,1.0,away winOT,Rogers Place,FINAL
138,2023010011,20232024,1,2023-09-24T22:00:00Z,53,25,0.0,7.0,home win REG,H-E-B Center,FINAL
139,2023010012,20232024,1,2023-09-24T23:00:00Z,5,29,3.0,4.0,home win OT,Nationwide Arena,FINAL
140,2023010013,20232024,1,2023-09-25T00:00:00Z,26,24,2.0,3.0,home win OT,Honda Center,FINAL
141,2023010014,20232024,1,2023-09-25T00:00:00Z,54,28,2.0,5.0,home win REG,SAP Center at San Jose,FINAL
142,2023010015,20232024,1,2023-09-25T00:00:00Z,23,20,0.0,10.0,home win REG,Scotiabank Saddledome,FINAL
143,2023010016,20232024,1,2023-09-25T18:00:00Z,18,13,0.0,5.0,home win REG,Amerant Bank Arena,FINAL
144,2023010017,20232024,1,2023-09-25T22:00:00Z,18,13,2.0,5.0,home win REG,Amerant Bank Arena,FINAL
145,2023010018,20232024,1,2023-09-25T23:00:00Z,1,8,4.0,2.0,away winREG,Centre Bell,FINAL
146,2023010019,20232024,1,2023-09-25T23:00:00Z,9,10,4.0,3.0,away winOT,Scotiabank Arena,FINAL
